nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,premature-we,"Our life is going to be so full of people. I can already see the backyard barbecues, all of it.",He's already imagining us as a couple in a social world together. It makes me feel like we're already a unit.,He uses a social future to merge their separate identities into a shared couple identity.,faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,vision-as-commitment,"I can already picture us years down the line telling people how we met, everyone rolling their eyes at how perfect the timing was.","He's already imagining us as a story people tell, that couple everyone knows is meant to be. That certainty is really attractive.","He uses a future social frame to project commitment far ahead without concrete steps. The focus is on status, not action.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,folding-her-into-the-plan,"I want you to pick out the paint colors for the bedroom. I've already got the room picked out in my head, I just need your touch on it.",He's already picked the room. He just needs me to make it ours. It feels like he's building a life and just waiting for me to step into it.,"He creates a sense of shared creation that implies a joint project. Her input is aesthetic, not structural.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,sliding-timeline,"I know I said we'd do the trip in spring. But if we wait until fall, it'll be even better. Trust me on this.","He's moving it again, but he says it'll be better. I don't want to be the one who ruins it by rushing. I'll wait. It'll be worth it.","He recasts a broken deadline as an upgrade, making her complicit in accepting the delay.",faint leak,pattern,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,future-painting,I already know where your wedding ring is going to sit on your finger. I've pictured it a hundred times.,"He's pictured my hand with a ring on it. It's so intimate, so specific. He's visualized the actual moment.","He uses a hyper-specific physical detail to make the proposal fantasy feel real, substituting for any concrete plan.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,premature-we,"We're going to be the couple who travels. I can already see us on trains, you with a book, me just watching you.","He's already picturing us traveling together, just the two of us in a quiet moment. It's so peaceful and sure. I feel like I'm already there.","He offers a quiet intimate future image that feels personal and non-materialistic, making it harder to question.",faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,folding-her-into-the-plan,"I want you to help me pick out the couch. It's for us, so it has to be something you actually want to sit on.","He's furniture shopping for us. It's such a normal, domestic thing. It makes all the big promises feel real.","He uses a mundane practical detail to anchor the larger fantasy, making the future feel tangible though nothing's been bought.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,sliding-timeline,"The ring is coming. I can't tell you when, but it's already in motion. I just need you to be patient a little longer.","He says it's in motion. That sounds so sure, like things are happening that I can't see. I don't want to mess it up by pushing.",He uses passive language to imply progress without evidence. She fills the gap with trust and patience.,faint leak,pattern,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,vision-as-commitment,I've already planned the toast I'm going to give at our wedding. I've got the whole thing written in my head.,He's written a toast to us. It's so romantic that he's thought about the words he'll say. It feels like he's been waiting to say them to me.,He narrates a future performance that implies a wedding is certain. The emotional labor stands in for actual planning.,cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,premature-we,I can already tell you're going to be the one who remembers everyone's birthdays. I'll make the dinner reservations. We're going to be a good team.,He's already assigned us roles in our shared life. He knows what I'm good at. It feels like he really sees me.,"He divides future domestic labor into we roles, creating the illusion of a functioning partnership.",faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,folding-her-into-the-plan,"I need you to pick the date. Not the year, just the month. I want to be looking at the calendar at the month we're going to do this.","He wants me to pick the month, like it's real enough to put on a calendar. It makes me feel like I'm part of the timeline.",He offers a symbolic token of agency while retaining all real control over the timeline.,faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,future-painting,I'm going to wake you up with coffee in bed on a Saturday and we're just going to stay there until we feel like moving. That's the life I want with you.,"He's describing a perfect Saturday morning with me. It's so simple and so specific. That's the kind of love I want, not big gestures, just that.","He offers a low-stakes sensory future that feels attainable and intimate, making it more credible though still just a story.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,sliding-timeline,I know I said soon. I'm not going to give you a new date because I don't want to miss it again. I just need you to know it's going to happen.,He won't give me a date because he doesn't want to disappoint me. That actually feels caring. I'd rather have no date than another missed one.,"He withholds a new deadline under the guise of protecting her feelings, framing the absence of a plan as mutual care.",faint leak,pattern,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,premature-we,We're going to be the couple that bickers about paint swatches and then ends up laughing on the floor. That's the good stuff.,He's already imagining us arguing about stupid things and then laughing about it. It's so comfortable. It makes me feel like we're already past the hard part.,"He frames future conflict as intimate and loving, pre-emptively normalizing disagreements as part of a happy shared life.",faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,vision-as-commitment,I've thought about what I'm going to say to you at the altar. It feels like the words have been sitting in my mind since that night we talked until 4 AM.,"He says the words have been there since that night we stayed up talking. It doesn't feel rushed when he puts it that way. It feels that real, that fast.","He anchors a major future commitment to a specific intimate memory, making the premature commitment feel earned.",cover,snippet,snippet,love-bombing,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,folding-her-into-the-plan,"I want you to tell me where you want the Christmas tree to go. In the future house, I mean. I need to have the picture right.","He's asking where I want the Christmas tree in our future house. He's thinking about holidays, about traditions, about us.",He uses a holiday tradition to make the future feel warm. The warmth of the image masks the absence of any real house.,cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,sliding-timeline,"I'm not going to give you a date anymore. I'm just going to do it. And when I do, you're going to forget every day you waited.","He's stopped giving me dates, but he says he's just going to act. That feels more real, honestly. Like he's done talking.","He withdraws all concrete promises but reframes the withdrawal as a sign of impending action. She feels relief, not alarm.",faint leak,pattern,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,future-painting,"I keep picturing us on a rainy Tuesday, chaos around us, standing in the kitchen laughing because we forgot about dinner. That's the peace I see with you.","He's not picturing a movie scene. He's picturing a normal, messy Tuesday where we're still happy. That feels more real than any grand gesture.","He offers a future of happy imperfection that feels authentic and attainable, but it's still a story with no concrete plan.",cover,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,premature-we,We're going to have a dog. I already know what breed. I just need you to pick the name.,"He's already picked our future dog's breed. It's such a small thing, but it makes me feel like he's already planning our whole life.","He uses a pet to create a future household, a low-stakes high-warmth symbol of a shared home that costs nothing to imagine.",faint leak,snippet,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,sliding-timeline,I know I said things would be different by now. They're going to be. I just need a little more time to get it right for you.,"He's asking for more time, and he says it's because he wants it to be right for me. It's hard to be mad at someone who's trying to make you happy.","He uses the more time request repeatedly, always framed as a kindness. The pattern of delay is obscured by each sincere request.",clear leak,pattern,snippet,future-faking,
Storytelling Sam,The Future Faker,Future-as-Vivid-Place,folding-her-into-the-plan,"I want you to think about the song for our first dance. Not tonight, just whenever it comes to you. I want to know what it is.","He wants me to pick our first dance song. It's such a sweet, intimate thing to share. I feel like I'm already planning my wedding.","He asks for her emotional investment in a specific wedding detail. Picking the song feels like progress, but it's a fantasy task.",cover,snippet,snippet,future-faking,
Adrenaline Ainsley,The Addict / Thrill-Seeker,The-High-as-a-Place-to-Get-To,roller-coaster (life is an adventure),"Life with me is a roller coaster, I'll tell you that now. I'm always doing something crazy and I want someone wild enough to come with me.","He's the most exciting person I've ever met, rafting, dancing all night, always some adventure. He told me life with him is a roller coaster and honestly that sounds like exactly what I've been missing.","Roller-coaster self-presentation (Young register): thrill/extremes (Sensation10) as the explicit pitch; genuinely exciting after a flat life. The 'roller coaster' is sold as a feature. She reads adventure/aliveness. Residue (the lows of the coaster, managing chaos) dormant.",cover,snippet,FIA: The-High-as-a-Place-to-Get-To; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),manufactured-urgency;push-pull,
Adrenaline Ainsley,The Addict / Thrill-Seeker,,"extremes to feel alive (vivid, physical)",There's a moment at the top of a big rapid where everything else just disappears and you're completely alive. I want to show you that.,"He chases these intense experiences, cliff jumping, rafting, and describes them so vividly. He wants to share that feeling of being fully alive with me, and it's contagious.","Intensity-as-the-Only-Real: extreme physical experiences (Sensation10) as the route to feeling alive; vivid, sensory, contagious. The need for escalating extremes is the dormant seam. She reads contagious passion for life. Residue (the chase that never satisfies) dormant.",cover,snippet,FIA: Intensity-as-the-Only-Real; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict / Thrill-Seeker,,"the fun one (great dancer, magnetic)","Come on, dance with me, right here, who cares who's watching. You'll never forget tonight.","He pulled me onto the dance floor when no one else was dancing, totally uninhibited and magnetic. He makes ordinary nights feel legendary. I've never had so much fun with anyone.","Magnetic spontaneity (Impulsivity10/Sensation10) as pure fun and aliveness; uninhibited, makes nights legendary. The same impulsivity becomes instability later. She reads the most fun she's had. Residue (when the impulsivity stops being fun) dormant.",cover,snippet,FIA: Intensity-as-the-Only-Real; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict / Thrill-Seeker,Ordinary-Life-as-Deadness,us-vs-the-boring (intoxicating),"Most people are basically asleep, you know? Same job, same routine, slowly going grey. Not us. We're going to actually live.","He says most people are sleepwalking through life and that we're different, that we'll really live. I love that he wants to live fully, and that he wants to do it with me.",Ordinary-Life-as-Deadness: stability recoded as living death (Sensation10); the 'us vs the boring' pact bonds her and pre-frames future stability as betrayal. She reads thrilling specialness. Residue (no calm/stability ever permitted) dormant.,faint leak,snippet,FIA: Ordinary-Life-as-Deadness; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),push-pull;manufactured-urgency;loyalty-exploitation,
Adrenaline Ainsley,The Addict / Thrill-Seeker,Steady-Love-as-Cage,"passionate excess (burns bright, faint seam)","I feel everything hard, the highs are sky high. Yeah, the lows hit too, but I'd take that over being numb. You make the highs even higher.","His emotions run so high, mostly these incredible highs. He's mentioned the lows can be rough but honestly the highs are so worth it. Better than feeling numb.","Steady-Love-as-Cage / dysregulation (Dysregulation10): emotional volatility reframed as the price of passion ('rather feel everything than numb'); the lows acknowledged then subordinated. She endorses the trade. Residue (riding the volatility, managing the lows) dormant.",faint leak,snippet,FIA: Steady-Love-as-Cage; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict / Thrill-Seeker,,"residue (swept up, starting to steady the ship)",,"Life with him is never boring, which I love. Sometimes I'm the one who smooths things over when a wild plan goes sideways or a night gets too big, but it's worth it for how alive he makes me feel.","Residue (honeymoon form of managing-chaos): the thrill affirmed AND the first caretaker note (smooths things over, the steady one), rationalized as 'small price.' Self-assigned crisis-management forming. Does not name the instability.",faint leak,pattern,FIA: Intensity-as-the-Only-Real; Sensation10/Impulsivity10/Dysregulation10; Young (roller-coaster register),push-pull;manufactured-urgency;manufactured-crisis,
Adrenaline Ainsley,The Addict,Steady-Love-as-Cage,steady-as-cage (pre-excuses instability),"A safe, same-thing-every-day life would kill me. I need to feel things. That's why you're perfect, you get that. You'd never try to box me in.","He says a conventional settled life would suffocate him and that I'm perfect because I understand that about him. I do love the adventure, although I sometimes quietly wonder what the long term actually looks like.","Steady-Love-as-Cage: stability/commitment pre-framed as suffocating (Sensation10/Goal-Persistence1); recruits her into endorsing the instability. The faint 'wonder about the long term' is her seam, swallowed. Residue (no stability ever coming) dormant.",faint leak,snippet,FIA: Steady-Love-as-Cage; roller-coaster/extremes; Sensation10/Impulsivity10/Dysregulation10,push-pull;manufactured-urgency;flattery,
Adrenaline Ainsley,The Addict,,"passionate excess (burns bright, faint dysregulation)","I don't do anything by halves, never have, it's all the way or nothing. Not the way I live, not the way I love you. The lows can hit hard, sure, but I would take feeling everything at full blast over being numb any day.","His emotions run so high, mostly these incredible soaring highs. He's mentioned the lows can get rough, but the highs are so worth it. Better than a lukewarm life.","Dysregulation10/Impulsivity10 reframed as passion ('all the way or nothing', 'full blast'); the all-or-nothing that signals dysregulation reads as devotion/aliveness, the lows acknowledged then subordinated. She endorses the trade. Residue (riding the volatility, managing the lows) dormant.",faint leak,snippet,FIA dimensional Dysregulation10/Impulsivity10,push-pull;manufactured-urgency;boundary-pushing,
Adrenaline Ainsley,The Addict,Craving-as-External-Force,chasing the next high (escalation),"Tonight's going to be bigger than last time, I've got something planned you won't believe. And this is nothing, we're just getting started.","Every experience with him promises to top the last one, and he keeps delivering things I never imagined. It's addictive, honestly. It just keeps getting bigger and I never want it to stop.","Craving-as-External-Force / The-High-as-a-Place-to-Get-To: each experience escalating toward a bigger high (Sensation10); 'addictive' surfaces in her own mouth as a good thing. She reads endless excitement. Residue (escalation, eventual crisis-management) dormant.",faint leak,snippet,FIA: Craving-as-External-Force; roller-coaster/extremes; Sensation10/Impulsivity10/Dysregulation10,push-pull;manufactured-urgency;manufactured-crisis,
Adrenaline Ainsley,The Addict,,"residue (swept up, steadying the ship)",,"Life with him is never, ever boring, and I love that. I've noticed I'm more and more the one who smooths things over when a wild plan goes sideways or a night gets a bit too big. But it's worth it for how alive he makes me feel.","Residue (honeymoon form of managing-chaos): the thrill affirmed AND the first caretaker note (smooths things over, the steady one), rationalized as 'small price.' Self-assigned crisis-management forming. Does not name the instability.",faint leak,pattern,FIA: Intensity-as-the-Only-Real; roller-coaster/extremes; Sensation10/Impulsivity10/Dysregulation10,push-pull;manufactured-urgency;manufactured-crisis,
Adrenaline Ainsley,The Addict,Intensity-as-the-Only-Real,needs-the-reckless (Sensation seed),"I don't feel properly alive unless there's a bit of risk in it. Safe and steady just feels like being asleep. Come do this with me, you'll feel more alive than you have all year.","He genuinely doesn't seem to feel alive without something risky on, and he makes it sound so thrilling that I keep saying yes. It's exhilarating, though a small part of me wonders how far it'll go.","Seeded from Sensation-seeking10 ('don't feel alive unless doing something reckless', 'addicted to chaos'): early-stage, the recklessness still reads as thrilling invitation, her 'where's the ceiling' is the faint seam. Residue (escalation, chaos-management) dormant.",faint leak,snippet,PredatorScoringSheet partner-quotes (Sensation-seeking 10 score); adapted to early-stage,push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict,Craving-as-External-Force,the impulsive leap (Impulsivity seed),"I quit the job. Yeah, today. Walked out, I couldn't stand it, life's too short. Don't look so worried, we'll figure it out. Live a little with me.","He makes huge impulsive decisions on the spot, quitting things, booking things, and acts like I'm boring if I worry about it. The spontaneity is genuinely exciting, but I've started bracing a little.","Seeded from Impulsivity10 ('quit their job without telling me, just decided they were done'): early-stage, the impulsivity is sold as living-fully and her worry reframed as no-fun; she's 'started bracing.' Residue (instability, the steadying role) dormant.",faint leak,pattern,PredatorScoringSheet partner-quotes (Impulsivity 10 score); adapted to early-stage,push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict,Intensity-as-the-Only-Real,headfirst into everything (Sensation8 faint),"I jump into things with my whole heart, I don't do lukewarm. New city, new sport, all of it, I'm all the way in. Come dive in with me.","He throws himself into everything completely, including us, with this whole-hearted all-in energy. It's exhilarating to be wanted that fully, even if I've noticed he can lose interest in things just as fast as he picks them up.","Seeded from Sensation band-8 ('jump headfirst into everything and lose interest just as fast'): honeymoon faint, the all-in energy is the draw; the fast-cooling is the faint seam she half-notices. Residue (being the next dropped obsession) dormant.",faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency;loyalty-exploitation,
Adrenaline Ainsley,The Addict,The-High-as-a-Place-to-Get-To,stir something up if calm (Sensation8 faint),"Quiet weekends make me twitchy, I always want to be doing something. You bring the calm and I'll bring the spark. Come on, let's not waste a Saturday.","He can't sit still with calm for long and always wants to be doing something exciting, which makes life with him a constant adventure. Sometimes I feel like the designated calm one, but the spark he brings is worth it.","Seeded from Sensation band-8 ('need chaos to feel alive, if calm they stir something up'): honeymoon faint, restlessness reframed as spark/adventure; her 'designated calm one' is the seam. Residue (managing the stirred-up chaos) dormant.",faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency;emotional-manipulation,
Adrenaline Ainsley,The Addict,Craving-as-External-Force,blows money on the moment (Impulsivity8 faint),"I booked us a last-minute thing, don't ask what it cost. I'd rather be broke with a head full of memories than rich and bored.","He spends impulsively on experiences, these grand last-minute gestures, and his live-for-now philosophy is intoxicating. I do sometimes quietly wonder about the long-term planning, but the memories are real.","Seeded from Impulsivity band-8 ('blow money on something random'): honeymoon faint, the impulsive spending reframed as romantic live-for-now; her 'wonder about planning' is the seam. Residue (financial instability she'll absorb) dormant.",faint leak,pattern,PredatorScoringSheet (Impulsivity band 8); downshifted to honeymoon,push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict,Steady-Love-as-Cage,lives for now (Impulsivity8 faint),"I don't really do five-year plans, they bore me. I live for right now, this feeling, you. The future sorts itself out.","He lives entirely in the present and finds long-term planning stifling, which is freeing to be around after years of rigid people. Occasionally I notice I'm the only one thinking about what comes next, but his spontaneity is magnetic.","Seeded from Impulsivity band-8 ('live entirely for now, never think about what comes next'): honeymoon faint, present-living reframed as freeing; her being 'the only one thinking ahead' is the seam. Residue (carrying the future alone) dormant.",faint leak,pattern,PredatorScoringSheet (Impulsivity band 8); downshifted to honeymoon,manufactured-urgency;push-pull;flattery,
Adrenaline Ainsley,The Addict,The-High-as-a-Place-to-Get-To,new obsession every week (Sensation8),"Okay new plan, forget the old plan, I've found the thing, THE thing, we're doing aerial silks, I already booked us, trust me you're going to be obsessed. What? The pottery thing was last week. This is better.","Every week there's a brand-new passion I'm swept into, and it's exciting, but I've started feeling like I'm always waiting for the next thing. I can never quite catch my breath before it comes.","Sensation8 'new obsession every week.' Targets hypervigilant (scanning/bracing) + overwhelmed (can't catch breath). Honeymoon: the novelty is fun, the exhaustion is faint.",faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict,Craving-as-External-Force,"drop everything, last minute (Sensation8)","Pack a bag, we leave in an hour, I'm not telling you where, just trust me. Come ON, don't overthink it, the spontaneous stuff is the best stuff. You can move that work thing, can't you? For me? Live a little.","He plans these thrilling last-minute trips and expects me to drop everything, and I usually do, then spend the whole time quietly worrying about the things I rearranged. Saying no makes me feel like I'm the boring one ruining the fun.","Sensation8 'plan trips last minute, expect me to drop everything.' Targets overwhelmed (rearranging life) + guilty (the boring one for hesitating) + hypervigilant. Honeymoon: thrilling, the cost faint.",faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency;flattery,
Adrenaline Ainsley,The Addict,Steady-Love-as-Cage,can't do a quiet night (Sensation8),"A whole night in? Just sitting? I love you but I'd lose my mind, let's at least go somewhere, do something, the night's alive out there. Quiet makes me twitchy. You bring the calm, I'll keep us from going stale.","He can't settle into a calm evening without needing something to happen, and I've found myself constantly managing the energy, keeping him stimulated so he doesn't get restless. When I just want to rest, I feel a little guilty for being the dull one.",Sensation8 'can't have a quiet night in.' Targets overwhelmed (managing his energy) + guilty (the dull one) + hypervigilant (monitoring his restlessness). Honeymoon-faint.,faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency;emotional-manipulation,
Adrenaline Ainsley,The Addict,Intensity-as-the-Only-Real,"headfirst, drifts after (Sensation8)","When I'm into something I am ALL the way in, no half measures, that's how I love too, full throttle, you've felt it. Don't worry about me cooling off, this is different, you're different. I can feel it.","He dives in completely and it's intoxicating to be the focus of that, though I've heard how fast he's drifted from things before, and part of me stays alert, watching for the moment the intensity turns away from me. I tell myself I'm the exception.",Sensation8 'jump headfirst then lose interest.' Targets hypervigilant (watching for the turn) + overwhelmed. Honeymoon: she rationalizes ('the exception').,faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency,
Adrenaline Ainsley,The Addict,Craving-as-External-Force,blows money on the moment (Impulsivity8),"I put the trip on the card, don't look at me like that, you only get one life and I'm not spending mine being careful. We'll figure the money out, we always do. Aren't you glad you're with someone who actually LIVES?","He spends impulsively on big experiences and waves off my worry as me being uptight, and I end up quietly tracking our finances in my head, bracing for the months things get tight. I feel guilty for being the one who frets instead of just enjoying it.",Impulsivity8 'blow money then short later.' Targets hypervigilant (tracking finances) + guilty (the fretter) + overwhelmed. Honeymoon-faint.,faint leak,pattern,PredatorScoringSheet (Impulsivity band 8); downshifted to honeymoon,push-pull;manufactured-urgency;jealousy-induction,
Adrenaline Ainsley,The Addict,,"lives for now, no plan (Impulsivity8)","Five-year plans are a way of missing your actual life, I genuinely believe that. Right now is all we've got. Stop trying to pin down next year, just be HERE with me, isn't this enough? Isn't this incredible?","He lives entirely in the moment and treats my wanting to plan ahead as me not being present, so I've become the only one quietly thinking about what comes next. It's a lot to carry alone, and I feel selfish for wanting more solid ground.",Impulsivity8 'live entirely for now.' Targets overwhelmed (carrying the future alone) + guilty (selfish for wanting stability). Honeymoon-faint.,faint leak,pattern,PredatorScoringSheet (Impulsivity band 8); downshifted to honeymoon,manufactured-urgency;push-pull;emotional-manipulation,
Adrenaline Ainsley,The Addict,,"decisions on a whim, fallout later (Impulsivity8)","I quit. Yeah, today. It was suffocating me and life's too short, you get it, right? Don't do the worried face, we're going to be fine, better than fine. Be excited with me. I need you to be excited with me.","He makes huge decisions on the spot and then I'm the one bracing for the fallout, and he needs me to be thrilled about it in the moment. If I show worry instead of excitement, I feel like I've let him down somehow.","Impulsivity8 'decisions in the moment, consequences later.' Targets hypervigilant (bracing for fallout) + guilty (letting him down) + overwhelmed. Honeymoon-faint.",faint leak,pattern,PredatorScoringSheet (Impulsivity band 8); downshifted to honeymoon,push-pull;manufactured-urgency;emotional-manipulation,
Adrenaline Ainsley,The Addict,Intensity-as-the-Only-Real,"big fast feelings, then crash (Dysregulation8 non-aggressive)","I feel everything at full blast, the highs are unreal, you've seen it. Yeah the comedowns hit hard too, I won't lie. But I'd rather burn bright with you than go numb and safe. You keep me steady. You're my ballast.","His emotions soar and then crash hard, and somehow I've become the one who calms him down through the dips. It's a lot to hold, and when I'm running low myself I feel guilty, like I'm failing at something that's supposed to be my job.","Dysregulation8 'get worked up then crash' (NON-aggressive, not the 10-band). Targets overwhelmed (holding/steadying) + guilty (failing the job) + hypervigilant. Honeymoon-faint. NOT Marley's aggression.",faint leak,pattern,PredatorScoringSheet (Dysregulation band 8); downshifted to honeymoon,push-pull;manufactured-urgency;emotional-manipulation,
Adrenaline Ainsley,The Addict,,"amazing then onto next (Sensation8, residue)",,"He is the most alive person I've ever known and being chosen by that energy is intoxicating. But I'm always a little on alert now, watching his mood, bracing for the next big plan, cleaning up after the last one. And when I need a quiet week, I feel guilty, like I can't keep up with the person I fell for.","Residue. Targets all three: hypervigilant (always on alert, reading moods), overwhelmed (smoothing aftermath), guilty (can't keep up). Names no tactic; reads as her own inadequacy.",faint leak,pattern,PredatorScoringSheet (Sensation-seeking band 8); downshifted to honeymoon,push-pull;manufactured-urgency;moving-goalposts,
Adrenaline Ainsley,"The addict, self-advertisement",Intensity-as-Need,self-advertisement,"I'm a thrill-chaser, I need life to keep escalating or I get restless.","He sounds so alive and exciting, exactly what was missing before.",He is advertising stimulation hunger; ordinary intimacy will stop being enough.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Stimulation-Hunger,self-advertisement,"I live for the high of a new experience, the bigger the better.","He sounds fun and fearless, like life with him would wake me up.",He needs escalating highs; stability may feel like deprivation.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Adventure-as-Risk,self-advertisement,I get bored the second things settle into a routine.,"It sounds exciting, like we'd have stories instead of routines.",Adventure can mean risk-seeking and novelty dependence that outruns safety.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Full-Volume-Regulation,self-advertisement,"I need a partner who'll chase the next adventure with me, not slow me down.",He sounds passionate and emotionally alive.,"Full volume signals dysregulation and intensity dependence, not just depth.",cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Boredom-as-Entitlement,self-advertisement,I'm happiest when my heart's pounding and I don't know what's next.,"He sounds spontaneous, like he'll keep things fresh.",Boredom is his trigger to chase novelty elsewhere.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Chaos-as-Regulation,self-advertisement,"I burn hot, I throw myself all the way into whatever I'm excited about.","He sounds thrilling, like he lives with courage and edge.",He regulates through chaos; calm life may make him restless or reckless.,cover,pattern,self-advertisement,push-pull;manufactured-urgency;flattery,
Adrenaline Ainsley,"The addict, self-advertisement",Stillness-as-Threat,self-advertisement,"I can't do a quiet little predictable life, it'd kill me.","He sounds energetic and alive, not stagnant.",He is warning that stable intimacy may feel intolerable.,cover,pattern,self-advertisement,push-pull;manufactured-urgency;gaslighting,
Adrenaline Ainsley,"The addict, self-advertisement",Ordinary-as-Death,self-advertisement,I'm always hunting for the next thing that makes me feel alive.,"It sounds bold, like he wants more than routine.",Quiet life includes the ordinary consistency relationships require.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",High-as-Compass,self-advertisement,"I move fast and intense, in everything, including love.",He sounds joyful and passionate.,"He follows stimulation, not commitment; when she no longer lights him up, he chases elsewhere.",cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Risk-as-Aliveness,self-advertisement,I need someone who finds a settled life as suffocating as I do.,It sounds daring and magnetic.,Edges are addictive; he may create or seek danger to feel alive.,cover,pattern,self-advertisement,push-pull;manufactured-urgency;manipulative-anger,
Adrenaline Ainsley,"The addict, self-advertisement",Dullness-as-Enemy,self-advertisement,"I chase feelings, and I want a partner who'll chase them with me.",He sounds fun and vivid.,"Dullness becomes the enemy, and ordinary love can be rejected as failure.",cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Rush-as-Need,self-advertisement,"I get a little reckless when something lights me up, that's part of the fun.",It sounds sexy and exciting.,Rush-seeking can drive unsafe choices and relational instability.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Impulsivity-as-Charm,self-advertisement,"I want a love that feels a little dangerous, the safe kind bores me.","He sounds spontaneous and fun, not overcontrolled.",Impulsivity is being packaged as charm; consequences will land on others too.,cover,pattern,self-advertisement,push-pull;manufactured-urgency;charm,
Adrenaline Ainsley,"The addict, self-advertisement",Partner-as-Stimulant,self-advertisement,I'm at my best when I'm pushing the edge of something.,"It feels flattering, like I might be the woman who wakes him up.","She is cast as stimulant; when the effect fades, she becomes replaceable.",cover,pattern,self-advertisement,push-pull;manufactured-urgency;emotional-manipulation,
Adrenaline Ainsley,"The addict, self-advertisement",Routine-as-Confinement,self-advertisement,"I don't really do calm, calm feels like nothing's happening.","He sounds lively, like he won't let life get stale.",Routine avoidance undermines the reliability needed for care.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Love-as-Adrenaline,self-advertisement,"I need constant new highs, repetition drains me fast.",It sounds cinematic and passionate.,He equates love with danger; safety may feel like absence of love.,cover,pattern,self-advertisement,push-pull;manufactured-urgency;manipulative-anger,
